"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","PubMed ID","Document Type","Publication Stage","Open Access","Source","EID"
"Forman S.; Paulley J.T.; Fetherston J.D.; Cheng Y.-Q.; Perry R.D.","Forman, Stanislav (15061061700); Paulley, James T. (22951697900); Fetherston, Jacqueline D. (6701840201); Cheng, Yi-Qiang (7404915309); Perry, Robert D. (7402423474)","15061061700; 22951697900; 6701840201; 7404915309; 7402423474","Yersinia ironomics: Comparison of iron transporters among Yersinia pestis biotypes and its nearest neighbor, Yersinia pseudotuberculosis","2010","BioMetals","23","2","","275","294","19","28","10.1007/s10534-009-9286-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952516373&doi=10.1007%2fs10534-009-9286-4&partnerID=40&md5=3f2d9ba01838487790f58548a8a31c13","Although Yersinia pestis epidemic biovars and Yersinia pseudotuberculosis are recently diverged, highly related species, they cause different diseases via disparate transmission routes. Since iron transport systems are important for iron acquisition from hosts and for survival in the environment, we have analyzed potential iron transport systems encoded by epidemic and non-epidemic or endemic strains of Y. pestis as well as two virulent Y. pseudotuberculosis strains. Computational biology analysis of these genomes showed a high degree of identity/similarity among 16 proven or possible iron/heme transporters identified. Of these, 7 systems were essentially the same in all seven genomes analyzed. The remaining 9 loci had 2-6 genetic variations among these genomes. Two untested, potential siderophore-dependent systems appear intact in Y. pseudotuberculosis but are disrupted or absent in all the endemic Y. pestis strains as well as the epidemic strains from the antiqua and mediaevalis biovars. Only one of these two loci are obviously disrupted in Y. pestis CO92 (epidemic orientalis biovar). Experimental studies failed to identify a role for hemin uptake systems in the virulence of pneumonic plague and suggest that Y. pestis CO92 does not make a siderophore other than Ybt. © Springer Science+Business Media, LLC. 2010.","20049509","Article","Final","","Scopus","2-s2.0-77952516373"
"Boya B.R.; Lee J.-H.; Lee J.","Boya, Bharath Reddy (57296775800); Lee, Jin-Hyung (55577894900); Lee, Jintae (13102945300)","57296775800; 55577894900; 13102945300","Antimicrobial and antibiofilm activities of chromone derivatives against uropathogenic Escherichia coli","2024","Microbiological Research","278","","127537","","","","5","10.1016/j.micres.2023.127537","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175234591&doi=10.1016%2fj.micres.2023.127537&partnerID=40&md5=7f2a553044776c759f250c670e524e13","Uropathogenic Escherichia coli (UPEC) is a urinary tract pathogen responsible for most nosocomial urinary tract infections and can cause severe conditions like acute cystitis of the bladder or pyelonephritis. UPEC harbors a host of virulence factors like curli, hemolysin, siderophore, and motility factors and can form biofilm-like communities and quiescent reservoirs that aid its survival. This study was performed to investigate the antibiofilm, antimicrobial, and antivirulence potentials of three chromone derivatives, namely, 6-bromo 3-formylchromone, 6-chloro 3-formylchromone, and 3-formyl 6-isopropylchromone. These chromones had MICs against UPEC of 20, 20, and 50 µg/ml, respectively, inhibited biofilm formation by 72–96% at 20 µg/ml, and inhibited UPEC-associated virulence factors, that is, hemolysis, motility, curli, siderophore production, indole production, quiescent colony formation, and cell surface hydrophobicity. Gene expression analysis indicated these three derivatives downregulated virulence genes associated with toxins, biofilm production, and stress regulation and suggested they might target two-component UvrY response regulator. 3D-QSAR analysis showed that substitutions at the third and sixth positions of the chromone scaffold favor antimicrobial activity against UPEC. Furthermore, ADME profiles and C. elegans cytotoxicity assays indicated that these chromone derivatives are potent, safe drug candidates. © 2023 Elsevier GmbH","37922697","Article","Final","","Scopus","2-s2.0-85175234591"
"Padial N.M.; Castells-Gil J.; Almora-Barrios N.; Romero-Angel M.; Da Silva I.; Barawi M.; García-Sánchez A.; De La Peña O'Shea V.A.; Martí-Gastaldo C.","Padial, Natalia M. (54179617300); Castells-Gil, Javier (57200179420); Almora-Barrios, Neyvis (26634799400); Romero-Angel, María (57210854625); Da Silva, Iván (7005639585); Barawi, Mariam (55449456000); García-Sánchez, Alba (57202362890); De La Peña O'Shea, Víctor A. (6603184783); Martí-Gastaldo, Carlos (8845695800)","54179617300; 57200179420; 26634799400; 57210854625; 7005639585; 55449456000; 57202362890; 6603184783; 8845695800","Hydroxamate Titanium-Organic Frameworks and the Effect of Siderophore-Type Linkers over Their Photocatalytic Activity","2019","Journal of the American Chemical Society","141","33","","13124","13133","9","80","10.1021/jacs.9b04915","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071706902&doi=10.1021%2fjacs.9b04915&partnerID=40&md5=f3dd51e1774251444e4f87798089ae99","The chemistry of metal-organic frameworks (MOFs) relies on the controlled linking of organic molecules and inorganic secondary building units to assemble an unlimited number of reticular frameworks. However, the design of porous solids with chemical stability still remains limited to carboxylate or azolate groups. There is a timely opportunity to develop new synthetic platforms that make use of unexplored metal binding groups to produce metal-linker joints with hydrolytic stability. Living organisms use siderophores (iron carriers in Greek) to effectively assimilate iron in soluble form. These compounds make use of hard oxo donors as hydroxamate or catecholate groups to coordinate metal Lewis acids such as iron, aluminum, or titanium to form metal complexes very stable in water. Inspired by the chemistry of these microorganisms, we report the first hydroxamate MOF prepared by direct synthesis. MUV-11 (MUV = materials of Universidad de Valencia) is a crystalline, porous material (close to 800 m2·g-1) that combines photoactivity with good chemical stability in acid conditions. By using a high-throughput approach, we also demonstrate that this new chemistry is compatible with the formation of single-crystalline phases for multiple titanium salts, thus expanding the scope of accessible precursors. Titanium frameworks are regarded as promising materials for photocatalytic applications. Our photoelectrochemical and catalytic tests suggest important differences for MUV-11. Compared to other Ti-MOFs, changes in the photoelectrochemical and photocatalytic activity have been rationalized with computational modeling, revealing how the chemistry of siderophores can introduce changes to the electronic structure of the frontier orbitals, relevant to the photocatalytic activity of these solids. Copyright © 2019 American Chemical Society.","31319033","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85071706902"
"Lazos O.; Tosin M.; Slusarczyk A.L.; Boakes S.; Cortés J.; Sidebottom P.J.; Leadlay P.F.","Lazos, Orestis (36131453500); Tosin, Manuela (6701799884); Slusarczyk, Adrian L. (35520292000); Boakes, Steven (8664282100); Cortés, Jesus (7201403292); Sidebottom, Philip J. (6701714436); Leadlay, Peter F. (7006856285)","36131453500; 6701799884; 35520292000; 8664282100; 7201403292; 6701714436; 7006856285","Biosynthesis of the Putative Siderophore Erythrochelin Requires Unprecedented Crosstalk between Separate Nonribosomal Peptide Gene Clusters","2010","Chemistry and Biology","17","2","","160","173","13","77","10.1016/j.chembiol.2010.01.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77049112553&doi=10.1016%2fj.chembiol.2010.01.011&partnerID=40&md5=9a5ee6f0070dd68cf579e6a4abb07365","The genome of the erythromycin-producing bacterium Saccharopolyspora erythraea contains many orphan secondary metabolite gene clusters including two (nrps3 and nrps5) predicted to govern biosynthesis of nonribosomal peptide-based siderophores. We report here the production by S. erythraea, even under iron-sufficient conditions, of a 2,5-diketopiperazine siderophore candidate we have named erythrochelin. Deletion of the nonribosomal peptide synthetase (NRPS) gene ercD within the nrps5 cluster abolished erythrochelin production. The tetrapeptide backbone of erythrochelin (α-N-acetyl-δ-N-acetyl-δ-N-hydroxyornithine-serine-δ-N-hydroxyornithine-δ-N-acetyl-δ-N-hydroxyornithine) suggests an orthodox colinear model for erythrochelin assembly. Curiously, the δ-N-acetyltransferase required for erythrochelin biosynthesis is encoded within a remote NRPS-cluster (nrps1) whose own NRPS contains an inactivating mutation. Disruption of the nrps1 gene mcd abolished erythrochelin biosynthesis, which could then be restored by addition of synthetic L-δ-N-acetyl-δ-N-hydroxyornithine, confirming an unprecedented example of functional crosstalk between nrps clusters. © 2010 Elsevier Ltd. All rights reserved.","20189106","Article","Final","","Scopus","2-s2.0-77049112553"
"Moon C.D.; Zhang X.-X.; Matthijs S.; Schäfer M.; Budzikiewicz H.; Rainey P.B.","Moon, Christina D. (57192067821); Zhang, Xue-Xian (7410269128); Matthijs, Sandra (6602306043); Schäfer, Mathias (57192431068); Budzikiewicz, Herbert (7005545281); Rainey, Paul B. (7006507614)","57192067821; 7410269128; 6602306043; 57192431068; 7005545281; 7006507614","Genomic, genetic and structural analysis of pyoverdine-mediated iron acquisition in the plant growth-promoting bacterium Pseudomonas fluorescens SBW25","2008","BMC Microbiology","8","","7","","","","64","10.1186/1471-2180-8-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38949166058&doi=10.1186%2f1471-2180-8-7&partnerID=40&md5=79f31a93cb2c17d59f8a724aeaa075f6","Background. Pyoverdines (PVDs) are high affinity siderophores, for which the molecular mechanisms of biosynthesis, uptake and regulation have been extensively studied in Pseudomonas aeruginosa PAO1. However, the extent to which this regulatory model applies to other pseudomonads is unknown. Here, we describe the results of a genomic, genetic and structural analysis of pyoverdine-mediated iron uptake by the plant growth-promoting bacterium P. fluorescens SBW25. Results. In silico analysis of the complete, but un-annotated, SBW25 genome sequence identified 31 genes putatively involved in PVD biosynthesis, transport or regulation, which are distributed across seven different regions of the genome. PVD gene iron-responsiveness was tested using 'lacZ fusions to five PVD loci, representative of structural and regulatory genes. Transcription of all fusions increased in response to iron starvation. In silico analyses suggested that regulation of fpvR (which is predicted to encode a cytoplasmic membrane-spanning anti-sigma factor) may be unique. Transcriptional assays using gene expression constructs showed that fpvR is positively regulated by FpvI (an extracytoplasmic family (ECF) sigma factor), and not directly by the ferric uptake regulator (Fur) as for PAO1. Deletion of pvdL, encoding a predicted non-ribosomal peptide synthetase (NRPS) involved in PVD chromophore biosynthesis confirmed the necessity of PvdL for PVD production and for normal growth in iron-limited media. Structural analysis of the SBW25 PVD shows a partly cyclic seven residue peptide backbone, identical to that of P. fluorescens ATCC13525. At least 24 putative siderophore receptor genes are present in the SBW25 genome enabling the bacterium to utilize 19 structurally distinct PVDs from 25 different Pseudomonas isolates. Conclusion. The genome of P. fluorescens SBW25 contains an extensively dispersed set of PVD genes in comparison to other sequenced Pseudomonas strains. The PAO1 PVD regulatory model, which involves a branched Fpv signaling pathway, is generally conserved in SBW25, however there is a significant difference in fpvR regulation. SBW25 produces PVD with a partly cyclic seven amino acid residue backbone, and is able to utilize a wide variety of exogenous PVDs. © 2008 Moon et al; licensee BioMed Central Ltd.","18194565","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-38949166058"
"Varga J.; Kocsubé S.; Tóth B.; Mesterházy Á.","Varga, J. (7201522970); Kocsubé, S. (8752886900); Tóth, Beáta (7101982095); Mesterházy, Á. (6701711491)","7201522970; 8752886900; 7101982095; 6701711491","Nonribosomal peptide synthetase genes in the genome of Fusarium graminearum, causative agent of wheat head blight","2005","Acta Biologica Hungarica","56","3-4","","375","388","13","18","10.1556/ABiol.56.2005.3-4.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24144500000&doi=10.1556%2fABiol.56.2005.3-4.19&partnerID=40&md5=338e0ea713ec75f3a606632798d4f706","Fungal nonribosomal peptide synthetases (NRPSs) are responsible for the biosynthesis of numerous metabolites which serve as virulence factors in several plant-pathogen interactions. The aim of our work was to investigate the diversity of these genes in a Fusarium graminearum sequence database using bioinformatic techniques. Our search identified 15 NRPS sequences, among which two were found to be closely related to peptide synthetases of various fungi taking part in ferrichrome biosynthesis. Another peptide synthetase gene was similar to that identified in Aspergillus oryzae which is possibly responsible for the biosynthesis of fusarinine, an extracellular iron-chelating siderophore. To our knowledge, this is the first report on the identification of a putative NRPS gene possibly responsible for the biosynthesis of fusarinine-type siderophores. The other NRPSs were found to be related to peptide synthetases taking part in the biosynthesis of various peptides in other fungi. Transcription factors carrying ankyrin repeats were observed in the vicinity of four of the identified peptide synthetase genes. Additionally, NRPS related genes similar to putative long-chain fatty acid CoA ligases, acyl CoA ligases, ABC transport proteins, a highly conserved putative transmembrane protein of Aspergillus nidulans, and α-aminoadipate reductases have also been identified. Further studies are in progress to clarify the role of some of the identified NRPS genes in plant pathogenesis. © 2005 Akadémiai Kiadó.","16196211","Article","Final","","Scopus","2-s2.0-24144500000"
"Gacesa R.; Tripodi A.A.P.; Cilibrizzi A.; Leggio A.; Hider R.; Abbate V.","Gacesa, Ranko (55621567300); Tripodi, Andrea A. P. (57219377257); Cilibrizzi, Agostino (57195052572); Leggio, Antonella (7004306379); Hider, Robert (7102451936); Abbate, Vincenzo (35188599600)","55621567300; 57219377257; 57195052572; 7004306379; 7102451936; 35188599600","Solid-phase synthesis and in-silico analysis of iron-binding catecholato chelators","2020","International Journal of Molecular Sciences","21","20","7498","1","14","13","1","10.3390/ijms21207498","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092465378&doi=10.3390%2fijms21207498&partnerID=40&md5=a8a833a560c67a39551012e3edd93293","Siderophores are iron-complexing compounds synthesized by bacteria and fungi. They are low molecular weight compounds (500-1500 Daltons) possessing high affinity for iron(III). Since 1970 a large number of siderophores have been characterized, the majority using hydroxamate or catecholate as functional groups. The biosynthesis of siderophores is typically regulated by the iron levels of the environment where the organism is located. Because of their exclusive affinity and specificity for iron(III), natural siderophores and their synthetic derivatives have been exploited in the treatment of human iron-overload diseases, as both diagnostic and therapeutic agents. Here, solid-phase approach for the preparation of hexadentate, peptide-based tricatecholato containing peptides is described. The versatility of the synthetic method allows for the design of a common scaffolding structure whereby diverse ligands can be conjugated. With so many possibilities, a computational approach has been developed which will facilitate the identification of those peptides which are capable of providing a high affinity iron(III) binding site. This study reports an integrated computational/synthetic approach towards a rational development of peptide-based siderophores. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.","33053658","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85092465378"
"Donnelly A.E.; Murphy G.S.; Digianantonio K.M.; Hecht M.H.","Donnelly, Ann E. (57829042700); Murphy, Grant S (55246150700); Digianantonio, Katherine M (37761316100); Hecht, Michael H (36487891300)","57829042700; 55246150700; 37761316100; 36487891300","A de novo enzyme catalyzes a life-sustaining reaction in Escherichia coli","2018","Nature Chemical Biology","14","3","","253","255","2","42","10.1038/nchembio.2550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039985795&doi=10.1038%2fnchembio.2550&partnerID=40&md5=15caafb59798aeb12986436ac1c8db2d","Producing novel enzymes that are catalytically active in vitro and biologically functional in vivo is a key goal of synthetic biology. Here we describe Syn-F4, the first de novo protein that meets both criteria. Purified Syn-F4 hydrolyzes the siderophore ferric enterobactin, and expression of Syn-F4 allows an inviable strain of Escherichia coli to grow in iron-limited medium. These findings demonstrate that entirely new sequences can provide life-sustaining enzymatic functions in living organisms.","29334382","Article","Final","","Scopus","2-s2.0-85039985795"
"Reitz Z.L.","Reitz, Zachary L. (57195053949)","57195053949","Predicting metallophore structure and function through genome mining","2024","Methods in Enzymology","702","","","371","401","30","0","10.1016/bs.mie.2024.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199111799&doi=10.1016%2fbs.mie.2024.06.007&partnerID=40&md5=477c8f5a506bffd98f4dc13d68dd4cb9","Metallophores are small molecule chelators that many microbes use to obtain trace metals from their environment. Through genome mining, where genomes are scanned for metallophore biosynthesis genes, one can not only identify which organisms are likely to produce a metallophore, but also predict the metallophore structure, thus preventing undesired reisolation of known compounds and accelerating characterization. Furthermore, the presence of accessory genes for the transport, utilization, and regulation can suggest the biological function and fate of a metallophore. Modern, user-friendly tools have made powerful genomic analyses accessible to scientists with no bioinformatics experience, but these tools are often not utilized to their full potential. This chapter provides an introduction to metallophore genomics and demonstrates how to use the free, publicly available antiSMASH platform to infer metallophore function and structure. © 2024","39155119","Book chapter","Final","","Scopus","2-s2.0-85199111799"
"Jian B.-S.; Chiou S.-L.; Hsu C.-C.; Ho J.; Wu Y.-W.; Chu J.","Jian, Bo-Siyuan (58119745300); Chiou, Shao-Lun (58120302600); Hsu, Chun-Chia (58120302700); Ho, Josh (58120413900); Wu, Yu-Wei (56813986000); Chu, John (56822840600)","58119745300; 58120302600; 58120302700; 58120413900; 56813986000; 56822840600","Bioinformatic Analysis Reveals both Oversampled and Underexplored Biosynthetic Diversity in Nonribosomal Peptides","2023","ACS Chemical Biology","18","3","","476","483","7","1","10.1021/acschembio.2c00761","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149037977&doi=10.1021%2facschembio.2c00761&partnerID=40&md5=c2d83f30db7db79cbde410330287198b","The traditional natural product discovery approach has accessed only a fraction of the chemical diversity in nature. The use of bioinformatic tools to interpret the instructions encoded in microbial biosynthetic genes has the potential to circumvent the existing methodological bottlenecks and greatly expand the scope of discovery. Structural prediction algorithms for nonribosomal peptides (NRPs), the largest family of microbial natural products, lie at the heart of this new approach. To understand the scope and limitation of the existing prediction algorithms, we evaluated their performances on NRP synthetase biosynthetic gene clusters. Our systematic analysis shows that the NRP biosynthetic landscape is uneven. Phenylglycine and its derivatives as a group of NRP building blocks (BBs), for example, have been oversampled, reflecting an extensive historical interest in the glycopeptide antibiotics family. In contrast, the benzoyl BB, including 2,3-dihydroxybenzoate (DHB), has been the most underexplored, hinting at the possibility of a reservoir of as yet unknown DHB containing NRPs with functional roles other than a siderophore. Our results also suggest that there is still vast unexplored biosynthetic diversity in nature, and the analysis presented herein shall help guide and strategize future natural product discovery campaigns. We also discuss possible ways bioinformaticians and biochemists could work together to improve the existing prediction algorithms. © 2023 The Authors. Published by American Chemical Society.","36820820","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85149037977"
"Singh P.; Khan A.; Kumar R.; Kumar R.; Singh V.K.; Srivastava A.","Singh, Pratika (57194761656); Khan, Azmi (57196413279); Kumar, Rakesh (57203184529); Kumar, Ravinsh (57219672591); Singh, Vijay Kumar (58830634100); Srivastava, Amrita (55456013000)","57194761656; 57196413279; 57203184529; 57219672591; 58830634100; 55456013000","Recent developments in siderotyping: procedure and application","2020","World Journal of Microbiology and Biotechnology","36","12","178","","","","10","10.1007/s11274-020-02955-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094675095&doi=10.1007%2fs11274-020-02955-7&partnerID=40&md5=cada2252468c515b3f454ea686543324","Siderophores are metal chelating secondary metabolites secreted by almost all organisms. Beside iron starvation, the ability to produce siderophores depends upon several other factors. Chemical structure of siderophore is very complex with vast structural diversity, thus the principle challenge involves its detection, quantification, purification and characterisation. Metal chelation is its most fascinating attribute. This metal chelation property is now forming the basis of its application as molecular markers, siderotyping tool for taxonomic clarification, biosensors and bioremediation agents. This has led researchers to develop and continuously modify previous techniques in order to provide accurate and reproducible methods of studying siderophores. Knowledge obtained via computational approaches provides a new horizon in the field of siderophore biosynthetic gene clusters and their interaction with various proteins/peptides. This review illustrates various techniques, bioinformatics tools and databases employed in siderophores’ studies, the principle of analytical methods and their recent applications. © 2020, Springer Nature B.V.","33128090","Review","Final","","Scopus","2-s2.0-85094675095"
"Eckert P.; Johs A.; Semrau J.D.; DiSpirito A.A.; Richardson J.; Sarangi R.; Herndon E.; Gu B.; Pierce E.M.","Eckert, Peter (57193823880); Johs, Alexander (25722089800); Semrau, Jeremy D. (6701707188); DiSpirito, Alan A. (7003377470); Richardson, Jocelyn (57205889742); Sarangi, Ritimukta (8595454800); Herndon, Elizabeth (36704563100); Gu, Baohua (7201864449); Pierce, Eric M. (14120189800)","57193823880; 25722089800; 6701707188; 7003377470; 57205889742; 8595454800; 36704563100; 7201864449; 14120189800","Spectroscopic and computational investigations of organometallic complexation of group 12 transition metals by methanobactins from Methylocystis sp. SB2","2021","Journal of Inorganic Biochemistry","223","","111496","","","","3","10.1016/j.jinorgbio.2021.111496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109606623&doi=10.1016%2fj.jinorgbio.2021.111496&partnerID=40&md5=5fc43c3d2467fe1fcd582891eedbad9d","Methanotrophic bacteria catalyze the aerobic oxidation of methane to methanol using Cu-containing enzymes, thereby exerting a modulating influence on the global methane cycle. To facilitate the acquisition of Cu ions, some methanotrophic bacteria secrete small modified peptides known as “methanobactins,” which strongly bind Cu and function as an extracellular Cu recruitment relay, analogous to siderophores and Fe. In addition to Cu, methanobactins form complexes with other late transition metals, including the Group 12 transition metals Zn, Cd, and Hg, although the interplay among solution-phase configurations, metal interactions, and the spectroscopic signatures of methanobactin-metal complexes remains ambiguous. In this study, the complexation of Zn, Cd, and Hg by methanobactin from Methylocystis sp. strain SB2 was studied using a combination of absorbance, fluorescence, extended x-ray absorption fine structure (EXAFS) spectroscopy, and time-dependent density functional theory (TD-DFT) calculations. We report changes in sample absorbance and fluorescence spectral dynamics, which occur on a wide range of experimental timescales and characterize a clear stoichiometric complexation dependence. Mercury L3-edge EXAFS and TD-DFT calculations suggest a linear model for Hg[sbnd]S coordination, and TD-DFT suggests a tetrahedral model for Zn2+ and Cd2+. We observed an enhancement in the fluorescence of methanobactin upon interaction with transition metals and propose a mechanism of complexation-hindered isomerization drawing inspiration from the wild-type Green Fluorescent Protein active site. Collectively, our results represent the first combined computational and experimental spectroscopy study of methanobactins and shed new light on molecular interactions and dynamics that characterize complexes of methanobactins with Group 12 transition metals. © 2021 Elsevier Inc.","34271330","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85109606623"
"Pakarian P.; Pawelek P.D.","Pakarian, Paknoosh (55183457300); Pawelek, Peter D. (6603240285)","55183457300; 6603240285","Intracellular co-localization of the Escherichia coli enterobactin biosynthetic enzymes EntA, EntB, and EntE","2016","Biochemical and Biophysical Research Communications","478","1","","25","32","7","11","10.1016/j.bbrc.2016.07.105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84979735991&doi=10.1016%2fj.bbrc.2016.07.105&partnerID=40&md5=a8e567549eb7a571d670af04af2eea79","Bacteria utilize small-molecule iron chelators called siderophores to support growth in low-iron environments. The Escherichia coli catecholate siderophore enterobactin is synthesized in the cytoplasm upon iron starvation. Seven enzymes are required for enterobactin biosynthesis: EntA-F, H. Given that EntB-EntE and EntA-EntE interactions have been reported, we investigated a possible EntA-EntB-EntE interaction in E. coli cells. We subcloned the E. coli entA and entB genes into bacterial adenylate cylase two-hybrid (BACTH) vectors allowing for co-expression of EntA and EntB with N-terminal fusions to the adenylate cyclase fragments T18 or T25. BACTH constructs were functionally validated using the CAS assay and growth studies. Co-transformants expressing T18/T25-EntA and T25/T18-EntB exhibited positive two-hybrid signals indicative of an intracellular EntA-EntB interaction. To gain further insights into the interaction interface, we performed computational docking in which an experimentally validated EntA-EntE model was docked to the EntB crystal structure. The resulting model of the EntA-EntB-EntE ternary complex predicted that the IC domain of EntB forms direct contacts with both EntA and EntE. BACTH constructs that expressed the isolated EntB IC domain fused to T18/T25 were prepared in order to investigate interactions with T25/T18-EntA and T25/T18-EntE. CAS assays and growth studies demonstrated that T25-IC co-expressed with the EntB ArCP domain could complement the E. coli entB− phenotype. In agreement with the ternary complex model, BACTH assays demonstrated that the EntB IC domain interacts with both EntA and EntE. © 2016 Elsevier Inc.","27470582","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84979735991"
"Kircheva N.; Dudev T.","Kircheva, Nikoleta (57205438699); Dudev, Todor (6603514102)","57205438699; 6603514102","Gallium as an Antibacterial Agent: A DFT/SMD Study of the Ga3+/Fe3+ Competition for Binding Bacterial Siderophores","2020","Inorganic Chemistry","59","9","","6242","6254","12","37","10.1021/acs.inorgchem.0c00367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083842504&doi=10.1021%2facs.inorgchem.0c00367&partnerID=40&md5=bf85f1c4015a51c585459ec9a05d297f","The urgency of finding novel antibacterial drugs (not only antibiotics), exhibiting different mechanisms of therapeutic action, is significant and has served as a premise for recognizing bacteria's siderophores as a plausible drug target. Bacteria secrete siderophores in order to sequester iron(III) from the surrounding medium by binding the essential metal with high affinity. Gallium, on the other hand, is an ""abiogenic"" ion, known for its anticancer, antibacterial, and anti-inflammatory action. The rationale behind its therapeutic effect lies in its close mimicry of the ferric ion. Since both ions share various physicochemical characteristics, it is of particular interest to understand if gallium could compete with the native ferric ion for binding siderophores and to decipher which molecular characteristics favor Ga3+ binding over Fe3+ binding. It is also well-known that some bacteria are susceptible to gallium-based therapy, while others are not. Therefore, many questions arise such as the following: (1) Which main group/groups building the siderophores promote gallium's attack? (2) Does the combination of the building blocks affect the preference toward a metal? (3) Does the environment play a crucial role? (4) Could the pH of the medium influence the balance between the ions? We try to address these questions by evaluating the free energy of the competition between Ga3+ and Fe3+ ions for siderophore ligands of various structures, denticities, and charge states by employing the tools of the computational chemistry at the DFT/SMD level. Our results not only fall in line with recent experimental data but also complement our knowledge about ""Trojan horse"" gallium-based therapy. Copyright © 2020 American Chemical Society.","32286066","Article","Final","","Scopus","2-s2.0-85083842504"
"Mori M.; Villa S.; Chiarelli L.R.; Meneghetti F.; Bellinzoni M.","Mori, Matteo (57193426259); Villa, Stefania (7005675316); Chiarelli, Laurent R. (6506488824); Meneghetti, Fiorella (7004283439); Bellinzoni, Marco (6507083209)","57193426259; 7005675316; 6506488824; 7004283439; 6507083209","Structural Study of a New MbtI-Inhibitor Complex: Towards an Optimized Model for Structure-Based Drug Discovery","2023","Pharmaceuticals","16","11","1559","","","","2","10.3390/ph16111559","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178351246&doi=10.3390%2fph16111559&partnerID=40&md5=cf72fb841cecf145f57e4375d7b43c82","MbtI from Mycobacterium tuberculosis (Mtb) is a Mg2+-dependent salicylate synthase, belonging to the chorismate-utilizing enzyme (CUE) family. As a fundamental player in iron acquisition, MbtI promotes the survival and pathogenicity of Mtb in the infected host. Hence, it has emerged in the last decade as an innovative, potential target for the anti-virulence therapy of tuberculosis. In this context, 5-phenylfuran-2-carboxylic acids have been identified as potent MbtI inhibitors. The first co-crystal structure of MbtI in complex with a member of this class was described in 2020, showing the enzyme adopting an open configuration. Due to the high mobility of the loop adjacent to the binding pocket, large portions of the amino acid chain were not defined in the electron density map, hindering computational efforts aimed at structure-driven ligand optimization. Herein, we report a new, high-resolution co-crystal structure of MbtI with a furan-based derivative, in which the closed configuration of the enzyme allowed tracing the entirety of the active site pocket in the presence of the bound inhibitor. Moreover, we describe a new crystal structure of MbtI in open conformation and in complex with the known inhibitor methyl-AMT, suggesting that in vitro potency is not related to the observed enzyme conformation. These findings will prove fundamental to enhance the potency of this series via rational structure-based drug-design approaches. © 2023 by the authors.","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85178351246"
